"Country","Age","Gender","Kids","Edu","WorkStatus","Income","Occupation","PositionYrs","PositionMnth","CommSize","MaritalStatus","NumofSons","NumofDaughters","XDP1","XDP2","XDP3","XDP4","XDP5","XAIP1","XAIP2","XAIP3","XAIP4","XAIP5","XAIP6","XAIP7","XAIP8","XAIP9","XAIP10","XAIP11","XAIP12","XAIP13","XAIP14","XAIP15","XGP1","XGP2","XGP3","XGP4","XGP5","XGP6","XGP7","XGP8","XGP9","XGP10","XGP11","XGP12","XGP13","XGP14","XGP15","XGP16","XGP17","XGP18","XGP19","XGP20","XSWLS1","XSWLS2","XSWLS3","XSWLS4","XSWLS5","Yourself","Others","DP_Mean","AIP_Mean","GP_Mean","SWLS_Mean","HDI","Development.Category"
"United States",37.5,"Female","Yes Kids","deg","full-time",45000,"Program Assistant",1,0,"Large-City","Married",NA,1,4,5,1,1,1,1,1,2,2,4,4,1,5,3,4,2,2,3,1,4,5,1,5,1,1,1,5,1,5,2,3,4,2,1,5,5,3,5,5,4,2,2,2,2,1,"yes","yes",2.4,2.6,3.2,1.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","retired",NA,NA,0,0,"Small City","Married",NA,2,2,2,3,3,2,1,1,4,1,2,2,2,3,2,2,2,1,2,1,2,3,1,2,5,2,1,3,2,3,1,2,3,2,2,2,4,4,4,3,5,5,4,5,5,5,"yes","no",2.4,1.86666666666667,2.7,4.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",87500," teacher",17,0,"Large-City","Married",NA,1,3,3,3,2,2,3,1,4,3,2,1,2,3,2,3,4,3,4,2,3,3,2,3,3,4,2,3,4,4,2,3,3,4,2,3,3,3,4,3,3,4,4,3,5,3,"no","no",2.6,2.66666666666667,3.05,3.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",150000,"President",10,0,"Large-City","Married",NA,0,2,4,2,2,2,1,1,4,2,5,5,5,4,5,5,5,2,4,2,5,5,3,4,2,3,4,5,2,5,3,2,5,1,3,4,5,4,5,5,5,2,2,2,4,2,"yes","yes",2.4,3.66666666666667,3.75,2.4,0.92,"Very high human development"
"United States",80,"Female","Yes Kids","ma","retired",35000,NA,0,0,"Small City","Divorced",NA,0,3,3,1,3,2,1,1,4,3,1,1,1,2,1,2,1,1,1,1,2,3,2,2,3,2,1,1,3,3,1,4,3,3,2,3,1,1,2,3,4,2,3,3,3,2,"no","no",2.4,1.53333333333333,2.35,2.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",NA,"college professor",7,0,"Small City","Married",NA,1,4,3,4,3,2,3,3,5,5,5,2,5,5,5,5,5,1,5,4,4,4,3,3,3,3,3,3,3,4,4,2,4,5,5,4,5,4,3,3,3,3,3,3,3,3,"yes","yes",3.2,4.13333333333333,3.55,3,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","deg","part-time",45000,"Vetrans Representative",1,9,"Small City","Married",NA,3,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,2,1,1,3,5,1,2,1,2,4,4,4,4,3,"no","no",1,1.4,1.75,3.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",45000,"Product Field Test Manager",2,0,"Small Town","Divorced",NA,1,4,5,3,2,2,3,3,5,5,5,5,4,4,5,5,3,5,3,5,5,5,2,4,2,3,3,3,3,5,4,4,5,3,3,3,4,2,4,3,3,2,2,2,3,3,"yes","yes",3.2,4.33333333333333,3.4,2.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",55000," teacher",6,3,"Large Town","Married",NA,1,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,4,4,3,2,4,4,3,2,3,2,2,3,4,4,4,4,"no","no",2.2,2.6,2.7,3.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",150000,"President",5,0,"Large-City","Married",NA,2,4,4,4,3,3,1,1,1,4,3,4,2,3,2,5,2,3,2,3,3,4,1,2,1,3,3,4,4,4,2,4,5,4,3,4,5,4,5,4,5,4,3,5,4,5,"yes","no",3.6,2.6,3.55,4.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",87500,"Counselor",30,0,"Large-City","Married",NA,0,1,1,1,1,1,3,2,5,2,3,3,1,3,2,2,1,2,3,2,2,3,2,1,2,3,3,3,1,4,1,5,1,4,2,4,3,2,2,1,2,3,4,5,5,3,"yes","no",1,2.4,2.45,4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",35000,"Insurance Agent",1,3,"Village","Divorced",NA,1,5,4,2,2,2,2,5,5,5,5,5,5,5,4,4,2,5,2,5,5,5,1,4,5,5,4,4,3,4,5,5,4,2,3,4,5,5,5,5,4,1,1,1,1,1,"yes","yes",3,4.26666666666667,4.1,1,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","deg","full-time",45000,"Architect",17,0,"Small City","Married",NA,1,4,4,2,3,2,1,2,5,3,3,3,3,4,3,4,2,3,4,1,4,4,1,2,1,2,4,4,4,4,3,3,4,2,2,3,4,3,5,3,3,5,5,4,4,1,"yes","no",3,3,3.05,3.8,0.92,"Very high human development"
"United States",28,"Male","Yes Kids","ltuni","part-time",15000,"Webmaster / Print Designer",0,4,"Medium-Sized","Single",NA,0,4,5,4,4,4,3,3,4,5,5,2,4,5,5,5,4,1,1,5,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,5,5,4,5,1,2,3,2,1,"yes","yes",4.2,3.73333333333333,4.15,1.8,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","phd","full-time",87500,"attorney",10,0,"Large-City","Married",NA,1,4,5,4,2,2,5,5,4,5,5,2,5,5,5,5,4,5,3,5,4,4,3,4,4,4,3,4,4,4,5,4,5,4,4,5,5,5,4,5,4,3,3,2,3,3,"yes","yes",3.4,4.46666666666667,4.2,2.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","full-time",150000,"college professor",14,0,"Small City","Married",NA,1,3,3,2,2,4,2,1,3,3,2,1,2,5,1,1,4,3,4,2,3,3,1,4,2,3,3,3,2,4,2,3,4,3,3,3,3,3,3,3,3,5,5,5,5,5,"yes","no",2.8,2.46666666666667,2.9,5,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","full-time",25000," designer",10,0,"Large-City","Married",NA,1,3,3,3,2,2,1,1,4,2,1,3,2,3,1,3,4,3,4,2,2,3,2,3,4,3,4,3,3,3,3,2,3,1,3,3,4,4,3,3,3,4,4,4,4,3,"yes","no",2.6,2.4,3,3.8,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","high","retired",10000,"retired",9,0,"Large-City","Divorced",NA,3,2,2,2,2,3,3,3,2,4,3,2,3,2,5,4,4,3,3,3,4,4,4,3,2,4,1,4,3,2,1,3,3,3,3,3,4,4,4,3,3,2,2,1,1,3,"yes","yes",2.2,3.2,3.05,1.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",87500," teacher",28,0,"Large-City","Divorced",NA,0,4,4,3,4,4,5,5,4,4,4,4,4,5,5,5,4,4,3,5,5,5,5,3,2,5,5,1,5,5,5,5,5,5,5,5,1,5,5,4,4,3,3,3,3,1,"yes","yes",3.8,4.4,4.25,2.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",150000,"manager",23,0,"Large Town","Married",NA,1,4,4,4,4,4,4,1,4,3,4,4,4,3,4,4,2,3,4,2,4,4,5,4,2,3,4,4,4,4,2,3,4,4,4,3,5,4,4,4,3,3,3,3,4,2,"yes","yes",4,3.33333333333333,3.7,3,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",150000,"Chief Financial Officer",5,0,"Large Town","Married",NA,1,4,3,4,3,3,1,1,2,4,2,4,2,3,1,4,1,1,1,2,1,2,1,1,5,1,2,2,4,4,1,3,4,5,2,3,4,4,3,2,3,5,5,5,5,3,"yes","no",3.4,2,2.8,4.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ltuni","full-time",250000,NA,7,0,"Small City","Married",NA,0,1,1,2,2,2,3,1,3,2,2,3,4,2,1,1,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,4,2,2,2,3,3,2,2,1,1,3,3,2,4,2,"no","yes",1.6,2.06666666666667,2.2,2.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",150000,"Doctor; Physician",17,0,"Rural/Country","Married",NA,1,4,4,4,4,4,3,5,5,5,4,5,5,5,5,5,4,5,3,5,5,4,4,4,5,4,5,5,4,5,4,1,5,4,5,5,5,5,5,5,5,3,3,2,2,2,"yes","yes",4,4.6,4.45,2.4,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","ltuni","part-time",15000,"Early child hood teacher",2,2,"Small City","Separated",NA,0,3,4,2,3,3,3,1,3,3,3,5,2,3,2,4,1,3,3,4,4,4,2,4,3,5,1,5,3,3,1,5,3,2,2,3,5,1,3,4,4,4,4,3,2,2,"yes","yes",3,2.93333333333333,3.15,3,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","deg","full-time",55000,"Speech and language Assistant",3,8,"Medium-Sized","Separated",NA,1,4,5,4,1,1,3,2,3,3,3,4,1,3,3,2,1,3,2,3,4,3,1,1,5,1,3,3,4,3,2,2,2,4,2,4,4,3,3,2,4,2,3,3,4,3,"yes","no",3,2.66666666666667,2.8,3,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ltuni","full-time",45000,"engineer",9,0,"Large-City","Divorced",NA,3,5,5,4,4,4,1,1,3,5,5,2,2,4,3,3,4,3,1,3,5,5,3,3,1,4,3,4,2,4,3,3,4,2,2,3,2,3,5,4,4,3,4,4,4,3,"yes","yes",4.4,3,3.2,3.6,0.92,"Very high human development"
"United States",80,"Male","Yes Kids","deg","retired",67500,NA,0,0,"Large-City","Widowed",NA,1,3,3,2,2,2,1,1,1,2,2,4,1,3,2,3,1,1,2,1,1,3,1,2,2,1,2,1,3,4,1,2,2,1,1,3,4,4,4,3,4,4,4,4,4,2,"yes","no",2.4,1.73333333333333,2.4,3.6,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","ma","student",45000,NA,5,0,"Large-City","Married",NA,0,2,4,2,2,2,1,1,2,2,4,4,2,4,4,4,2,3,2,2,3,4,1,2,3,2,3,3,2,4,2,2,4,2,3,3,2,3,4,4,4,5,4,4,5,5,"yes","no",2.4,2.66666666666667,2.85,4.6,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","phd","retired",250000,NA,0,0,"Large Town","Married",NA,2,2,2,4,3,3,1,1,5,3,2,1,3,1,2,3,4,5,4,1,3,2,1,1,1,1,1,1,2,2,1,4,2,1,1,1,2,1,3,2,2,5,5,5,5,5,"yes","no",2.8,2.6,1.6,5,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",55000,"IT Administrator",1,2,"Small Town","Married",NA,3,3,3,4,4,4,5,5,5,5,4,3,5,4,4,4,5,5,5,3,5,5,4,4,4,4,3,3,4,4,3,4,4,5,3,4,5,4,4,4,4,2,2,2,1,1,"yes","yes",3.6,4.46666666666667,3.95,1.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","full-time",150000,"Executive Vice President / Senior Lender",2,4,"Small Town","Married",NA,1,3,3,2,2,2,2,2,5,2,2,2,2,3,3,3,2,2,3,2,4,4,3,2,2,3,3,3,2,3,2,4,4,4,4,3,3,3,3,3,2,3,2,3,4,2,"yes","no",2.4,2.6,3,2.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","part-time",35000,"Attorney",13,0,"Medium-Sized","Married",NA,1,5,5,4,4,4,2,3,5,5,3,3,5,4,3,5,3,4,4,3,3,1,3,5,4,5,2,4,4,4,3,3,3,2,4,4,3,4,4,4,4,1,1,2,1,1,"yes","yes",4.4,3.66666666666667,3.5,1.2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","unemployed",10000,NA,2,0,"Medium-Sized","Married",NA,1,4,3,4,4,4,1,1,2,3,2,2,4,2,1,3,1,2,1,2,1,5,1,3,2,2,2,2,3,4,2,1,4,1,3,4,3,2,5,4,4,4,3,5,5,4,"yes","no",3.8,1.86666666666667,2.85,4.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","high","full-time",35000,"Graphic Designer",9,3,"Medium-Sized","Divorced",NA,1,4,3,5,3,3,1,1,4,2,2,1,2,2,1,3,2,2,2,2,2,3,2,3,2,1,2,3,3,3,2,2,2,2,4,2,4,2,2,3,3,3,2,2,3,3,"yes","yes",3.6,1.93333333333333,2.5,2.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ltuni","full-time",87500,"Plant Engineering Supervisor",17,0,"Small City","Widowed",NA,1,4,5,5,5,5,2,2,5,3,4,4,5,2,2,3,1,2,1,4,5,4,1,2,4,4,4,4,3,5,1,3,4,1,2,2,5,4,2,5,4,4,2,2,5,1,"yes","yes",4.8,3,3.2,2.8,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","ltuni","part-time",15000,"chauffeur",17,0,"Rural/Country","Married",NA,3,3,5,4,3,4,2,1,5,1,4,2,2,2,2,4,5,1,4,1,5,4,3,3,2,2,2,4,5,4,1,4,4,4,3,4,5,3,5,5,5,1,1,1,4,2,"yes","yes",3.8,2.73333333333333,3.6,1.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ltuni","full-time",150000,"Corporation President",28,0,"Small City","Married",NA,1,2,2,1,1,1,1,4,2,5,3,5,3,3,2,4,2,4,2,5,3,3,1,1,1,3,1,3,2,5,5,5,4,4,2,2,4,1,5,4,3,5,4,4,5,5,"yes","yes",1.4,3.2,2.95,4.6,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","phd","full-time",67500,"academic/career coach & admin assistant",3,0,"Small City","Married",NA,1,3,3,2,2,2,1,3,2,3,2,4,1,3,2,3,4,3,3,4,4,4,3,3,2,2,2,3,3,4,3,2,4,3,2,2,1,1,2,3,2,3,3,3,3,3,"yes","no",2.4,2.8,2.55,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"college professor",10,7,"Large Town","Married",NA,0,3,2,1,1,1,2,2,2,3,3,4,3,4,4,4,1,2,2,3,4,5,2,1,1,2,5,4,2,5,1,1,4,3,3,4,3,2,5,4,4,3,3,4,5,5,"yes","yes",1.6,2.86666666666667,3.05,4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",87500,"Software Developer",6,7,"Large Town","Divorced",NA,1,2,3,3,1,1,1,1,4,3,2,3,3,4,2,5,3,1,2,1,3,4,1,4,4,4,1,4,4,4,2,2,4,5,4,5,5,5,4,5,4,4,4,4,4,3,"yes","yes",2,2.53333333333333,3.75,3.8,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","phd","full-time",87500,"psychologis",30,0,"Medium-Sized","Married",NA,1,3,3,2,1,1,1,2,2,3,2,2,3,2,2,3,4,3,2,1,2,4,2,2,2,1,2,2,2,3,2,4,3,2,2,2,3,2,3,2,2,3,3,3,4,3,"no","no",2,2.26666666666667,2.35,3.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",87500,"psychologis",28,0,"Small City","Married",NA,1,4,2,1,2,2,2,2,2,4,4,4,4,4,1,4,3,5,1,2,3,3,3,4,3,1,1,4,3,4,5,5,5,2,2,3,4,2,2,2,4,4,4,4,4,4,"yes","no",2.2,3,3.1,4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",67500,"college professor",9,0,"Medium-Sized","Divorced",NA,0,4,4,4,3,3,2,5,4,5,5,5,5,5,3,5,4,5,3,5,5,5,3,4,5,3,1,2,4,4,5,5,5,4,4,5,5,5,4,5,5,3,3,4,3,3,"yes","yes",3.6,4.4,4.15,3.2,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","deg","full-time",35000,"",7,0,"Small Town","Divorced",NA,1,4,1,4,1,1,1,1,5,5,1,3,5,5,1,5,1,5,1,5,4,5,1,3,4,1,1,4,5,4,4,5,4,1,1,4,4,4,3,5,1,5,5,5,5,5,"yes","yes",2.2,3.2,3.2,5,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","unemployed",87500,"",0,0,"Small Town","Married",NA,1,2,2,2,1,1,1,1,1,4,1,1,3,2,1,2,3,3,3,2,1,3,1,1,2,2,1,3,3,2,2,4,3,1,1,1,3,2,3,3,2,5,4,4,5,4,"no","no",1.6,1.93333333333333,2.15,4.4,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","phd","full-time",150000,"",9,0,"Large Town","Married",NA,1,3,3,3,2,2,1,2,4,4,3,4,4,4,2,4,3,5,5,5,3,4,2,4,4,3,3,4,3,3,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,2,"yes","yes",2.6,3.53333333333333,3.8,3.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","part-time",10000,"",0,3,"Large Town","Married",NA,3,5,4,4,3,3,2,2,2,4,4,3,4,2,2,4,3,3,2,4,3,4,2,2,2,3,3,3,4,3,3,5,5,1,4,4,3,2,4,3,1,5,5,5,5,5,"no","no",3.8,2.93333333333333,3.05,5,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","ma","retired",67500,"",5,0,"Small Town","Married",NA,3,4,4,4,2,2,1,1,3,1,1,1,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,3,3,1,1,4,3,2,2,3,3,4,5,5,5,3,"no","yes",3.2,1.6,2.35,4.4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",35000,"",4,0,"Small Town","Divorced",NA,0,5,4,3,2,2,1,4,5,5,5,5,5,5,5,5,3,5,2,5,5,5,3,4,5,3,3,4,4,4,5,5,5,4,4,5,5,2,4,4,4,3,4,4,3,1,"yes","yes",3.2,4.33333333333333,4.1,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","student",15000,"",2,0,"Small Town","Married",NA,0,3,3,3,2,2,2,1,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,3,2,1,2,2,3,4,2,4,2,2,3,3,3,4,3,4,3,"no","no",2.6,2.13333333333333,2.5,3.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","retired",25000,"",6,3,"Small Town","Divorced",NA,1,2,2,2,1,1,1,1,5,2,2,1,1,3,2,2,1,4,4,1,1,2,1,1,4,1,1,3,3,3,1,1,3,3,2,3,2,1,2,1,2,1,4,5,5,4,"no","no",1.6,2.06666666666667,2,3.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",55000,"",14,0,"Large Town","Divorced",NA,2,4,3,4,3,3,2,2,3,3,3,1,4,4,3,3,3,4,3,3,3,3,2,3,3,2,3,3,4,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,2,"yes","yes",3.4,2.93333333333333,3.15,2.8,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ltuni","retired",35000,"",5,0,"Small Town","Divorced",NA,1,2,2,2,2,2,1,1,3,1,1,3,1,2,1,1,2,2,1,1,1,3,1,1,1,2,2,3,2,3,1,1,2,1,1,1,4,3,2,2,2,4,4,5,4,4,"no","no",2,1.46666666666667,1.9,4.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","full-time",150000,"",4,10,"Small Town","Married",NA,2,4,3,2,3,3,4,2,5,4,3,2,4,4,2,4,2,1,2,4,5,5,4,3,2,3,1,3,4,3,2,2,3,4,4,4,4,5,4,3,5,5,5,5,5,5,"no","yes",3,3.2,3.4,5,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",67500,"",13,0,"Small Town","Married",NA,2,4,4,2,2,2,1,1,5,4,2,3,4,4,3,4,3,3,2,2,4,4,3,4,1,2,5,5,3,5,4,3,4,4,5,4,4,4,4,4,3,3,3,3,3,2,"yes","yes",2.8,3,3.75,2.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","dip","full-time",35000,"",5,0,"Small Town","Divorced",NA,1,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,"yes","yes",4,3.66666666666667,3.9,2.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","full-time",150000,"",0,3,"Village","Married",NA,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,3,1,1,1,5,5,5,5,5,"no","no",1,1.26666666666667,1.4,5,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ltuni","full-time",25000,"",7,0,"Rural/Country","Married",NA,2,3,4,3,4,3,5,1,3,2,4,4,3,3,2,4,5,2,4,1,1,5,1,3,3,4,4,3,4,4,2,5,4,4,4,5,4,2,4,4,4,2,3,3,4,3,"yes","yes",3.4,2.93333333333333,3.65,3,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ltuni","full-time",NA,"",10,0,"Large Town","Divorced",NA,1,4,3,2,2,2,3,3,4,5,3,1,5,3,2,4,2,3,4,5,3,3,1,2,2,1,1,3,3,3,2,3,3,5,2,3,3,2,3,3,3,2,3,3,4,3,"yes","yes",2.6,3.33333333333333,2.55,3,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",45000,"",10,0,"Small Town","Married",NA,1,3,3,4,3,3,3,2,5,4,3,3,4,4,3,4,2,3,3,3,3,3,4,2,4,3,3,3,4,3,3,4,3,4,4,2,3,3,4,3,4,1,2,2,2,2,"yes","yes",3.2,3.26666666666667,3.3,1.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","unemployed",250000,"",0,0,"Village","Married",NA,1,1,1,2,2,2,1,1,5,5,2,1,1,3,2,2,1,1,1,1,1,3,1,5,5,5,3,3,2,3,1,4,3,2,2,3,4,4,3,3,3,5,5,5,5,3,"no","no",1.6,1.86666666666667,3.1,4.6,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","deg","part-time",35000,"",4,0,"Small Town","Divorced",NA,1,4,5,5,4,3,3,2,1,5,3,5,5,4,2,4,2,5,5,4,5,4,3,3,3,2,3,4,5,5,5,4,4,3,3,4,1,3,3,4,4,3,2,4,3,3,"yes","yes",4.2,3.66666666666667,3.5,3,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","deg","unemployed",87500,"",2,0,"Village","Married",NA,1,5,5,5,4,4,4,4,4,1,4,5,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,1,5,5,5,5,5,4,5,4,4,2,3,3,3,3,"yes","yes",4.6,4.26666666666667,4.3,2.8,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","deg","retired",67500,"",5,0,"Medium-Sized","Married",NA,3,5,5,5,3,3,1,2,2,4,4,1,4,2,3,5,3,3,2,4,4,5,4,3,4,3,4,4,5,4,4,4,4,1,4,4,5,4,5,5,4,1,3,1,3,3,"yes","yes",4.2,2.93333333333333,4,2.2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",NA,"",4,0,"Medium-Sized","Single",NA,0,4,4,5,5,5,4,4,5,4,4,4,5,4,4,4,3,4,3,5,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,3,2,3,4,2,"yes","yes",4.6,4.06666666666667,3.5,2.8,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ma","full-time",87500,"",3,0,"Village","Married",NA,0,4,3,3,2,1,1,1,4,3,2,1,2,3,2,3,2,3,1,2,3,3,2,3,2,3,3,3,4,3,2,3,3,1,2,3,4,3,4,2,3,5,5,5,5,3,"yes","no",2.6,2.2,2.8,4.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ltuni","student",35000,"",5,6,"Medium-Sized","Married",NA,1,2,3,2,2,2,2,1,4,2,2,4,3,4,1,3,4,2,3,1,4,4,2,3,1,3,2,3,2,3,1,4,3,4,3,4,4,4,5,3,4,3,5,3,4,3,"yes","yes",2.2,2.66666666666667,3.1,3.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",55000,"",7,0,"Large Town","Married",NA,1,2,2,1,1,1,1,1,2,4,2,1,2,4,1,2,2,2,2,1,2,4,1,2,5,2,1,2,1,1,2,5,4,4,4,2,5,4,1,5,2,4,4,4,5,4,"yes","yes",1.4,1.93333333333333,2.85,4.2,0.92,"Very high human development"
"United States",80,"Female","Yes Kids","ma","retired",150000,"",13,0,"Large Town","Widowed",NA,0,5,3,4,3,1,1,1,4,1,2,5,1,3,1,5,2,1,2,1,1,5,1,1,3,3,1,2,3,5,1,1,4,1,1,2,4,1,5,5,4,5,5,5,4,5,"yes","no",3.2,2.06666666666667,2.65,4.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ltuni","retired",NA,"",0,0,"Medium-Sized","Married",NA,0,3,2,2,2,2,1,1,4,4,2,2,3,3,3,4,4,2,2,2,1,2,2,2,1,1,1,3,2,4,1,2,4,3,3,3,4,3,4,4,3,4,4,4,4,4,"yes","no",2.2,2.53333333333333,2.6,4,0.92,"Very high human development"
"United States",80,"Female","Yes Kids","ltuni","retired",45000,"",0,0,"Village","Widowed",NA,1,4,3,3,1,1,1,1,5,4,1,4,2,3,1,5,1,3,2,1,1,4,1,1,2,1,2,3,1,4,1,3,3,3,2,2,4,1,3,3,3,3,4,4,4,2,"no","no",2.4,2.33333333333333,2.35,3.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",67500,"",12,0,"Small Town","Married",NA,1,3,2,3,3,2,1,1,1,3,3,2,3,3,2,3,1,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,1,2,3,3,3,2,2,2,4,3,4,4,3,"yes","no",2.6,2.2,2.35,3.6,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","ltuni","full-time",35000,"",3,0,"Village","Single",NA,0,5,5,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,3.66666666666667,4.95,1,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","phd","unemployed",10000,"",0,8,"Small Town","Married",NA,0,4,4,4,4,4,1,3,4,4,3,4,5,4,2,4,5,5,1,4,3,4,2,3,3,3,2,4,5,4,4,4,4,1,1,5,2,3,4,4,4,3,3,2,4,3,"yes","yes",4,3.46666666666667,3.3,3,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",150000,"",12,0,"Small Town","Married",NA,0,3,2,2,2,2,1,1,5,2,2,3,2,3,2,2,1,1,2,2,2,3,3,4,5,2,2,3,2,4,2,4,3,2,3,2,5,2,2,4,4,3,3,3,3,2,"yes","no",2.2,2.06666666666667,3.05,2.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","retired",150000,"",0,0,"Small Town","Married",NA,1,2,2,2,1,1,1,2,2,4,2,1,3,3,1,4,2,3,3,3,1,4,1,3,4,1,3,3,4,3,3,3,3,3,4,4,3,2,5,3,3,3,3,3,4,4,"yes","no",1.6,2.33333333333333,3.1,3.4,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ltuni","full-time",150000,"",0,0,"Rural/Country","Married",NA,1,4,4,4,4,4,4,3,5,4,3,3,3,4,3,3,4,4,4,4,4,3,1,4,5,2,5,1,4,4,4,2,4,3,4,4,4,4,4,2,4,3,3,4,4,3,"yes","yes",4,3.66666666666667,3.4,3.4,0.92,"Very high human development"
